entry_time,exit_time,side,lots,entry,exit,gross_pnl,fees,net_pnl,reason
2023-12-22 09:00:00,2023-12-22 00:00:00,1,1,2065.39990234375,2079.199951171875,138.00048828125,6.519799987792969,131.48068829345704,eod_flat
2023-12-28 09:00:00,2023-12-28 00:00:00,1,1,2087.10009765625,2083.10009765625,-40.0,6.520775024414062,-46.520775024414064,eod_flat
2024-01-12 13:00:00,2024-01-12 00:00:00,1,1,2061.0,2061.0,0.0,6.51525,-6.51525,eod_flat
2024-01-25 09:00:00,2024-01-25 00:00:00,-1,1,2017.800048828125,2019.5,-16.99951171875,6.504875,-23.50438671875,eod_flat
2024-02-05 13:00:00,2024-02-05 00:00:00,-1,1,2031.9000244140625,2031.9000244140625,-0.0,6.507975006103516,-6.507975006103516,eod_flat
2024-02-12 09:00:00,2024-02-12 00:00:00,-1,1,2034.5999755859373,2032.800048828125,17.999267578122726,6.508200012207031,11.491067565915696,eod_flat
2024-02-13 13:00:00,2024-02-13 00:00:00,-1,1,2017.5999755859373,2017.5999755859373,-0.0,6.5043999938964845,-6.5043999938964845,eod_flat
2024-02-14 09:00:00,2024-02-14 00:00:00,-1,1,2004.0,2001.9000244140625,20.999755859375,6.500475006103516,14.499280853271484,eod_flat
2024-03-18 09:00:00,2024-03-18 00:00:00,-1,1,2158.39990234375,2160.199951171875,-18.00048828125,6.540049987792969,-24.54053826904297,eod_flat
2024-03-19 09:00:00,2024-03-19 00:00:00,-1,1,2156.300048828125,2154.300048828125,20.0,6.538575012207032,13.461424987792968,eod_flat
2024-04-22 09:00:00,2024-04-22 00:00:00,-1,1,2375.10009765625,2352.5,226.0009765625,6.588125,219.4128515625,eod_flat
2024-04-23 09:00:00,2024-04-23 13:00:00,-1,1,2309.0,2342.89990234375,-338.9990234375,6.585724975585937,-345.58474841308595,stop_hit
2024-04-30 12:00:00,2024-04-30 00:00:00,-1,1,2316.89990234375,2318.60009765625,-17.001953125,6.579650024414063,-23.581603149414065,eod_flat
2024-05-01 09:00:00,2024-05-01 00:00:00,-1,1,2302.699951171875,2314.0,-113.00048828125,6.5785,-119.57898828125,eod_flat
2024-05-23 09:00:00,2024-05-23 00:00:00,-1,1,2366.10009765625,2360.60009765625,55.0,6.590150024414062,48.409849975585935,eod_flat
2024-05-24 09:00:00,2024-05-24 00:00:00,-1,1,2338.800048828125,2338.39990234375,4.00146484375,6.584599975585937,-2.5831351318359372,eod_flat
2024-06-07 12:00:00,2024-06-07 00:00:00,-1,1,2337.199951171875,2327.199951171875,100.0,6.5817999877929685,93.41820001220704,eod_flat
2024-06-10 09:00:00,2024-06-10 00:00:00,-1,1,2312.199951171875,2323.10009765625,-109.00146484375,6.580775024414063,-115.58223986816407,eod_flat
2024-06-26 09:00:00,2024-06-26 00:00:00,-1,1,2327.800048828125,2307.60009765625,201.99951171875,6.576900024414062,195.42261169433593,eod_flat
2024-07-19 10:00:00,2024-07-19 00:00:00,-1,1,2414.60009765625,2405.800048828125,88.00048828125,6.601450012207032,81.39903826904296,eod_flat
2024-07-25 09:00:00,2024-07-25 00:00:00,-1,1,2373.199951171875,2364.199951171875,90.0,6.591049987792969,83.40895001220703,eod_flat
2024-09-03 11:00:00,2024-09-03 00:00:00,-1,1,2521.5,2511.60009765625,98.9990234375,6.627900024414062,92.37112341308594,eod_flat
2024-10-09 09:00:00,2024-10-09 00:00:00,-1,1,2636.60009765625,2628.0,86.0009765625,6.657,79.3439765625,eod_flat
2024-10-25 09:00:00,2024-10-25 00:00:00,-1,1,2733.39990234375,2740.199951171875,-68.00048828125,6.6850499877929686,-74.68553826904296,eod_flat
2024-11-04 09:00:00,2024-11-04 00:00:00,-1,1,2752.39990234375,2756.10009765625,-37.001953125,6.689025024414063,-43.690978149414065,eod_flat
2024-11-06 09:00:00,2024-11-06 00:00:00,-1,1,2733.699951171875,2672.199951171875,615.0,6.668049987792969,608.331950012207,eod_flat
